,Şəhər,Sürətlər qutusu,Marka,Ötürücü,Model,Yeni,Buraxılış ili,Yürüş,Yerlərin sayı,Ban növü,Sahiblər,Rəng,Hansı bazar üçün yığılıb,Avtosalon,price,Motor,At gücü,Yanacaq,Yüngül lehimli disklər,Mərkəzi qapanma,Dəri salon,Oturacaqların ventilyasiyası,ABS,Park radarı,Ksenon lampalar,Lyuk,Kondisioner,Arxa görüntü kamerası,Yağış sensoru,Oturacaqların isidilməsi,Yan pərdələr
240,Bakı,Reduktor,Li Auto,Tam,L9,Bəli,2024,0,6,Offroader ,0,Qara,Çin,Yes,121550.0,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
241,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2021,3909,7,Offroader ,0,Qara,Rəsmi diler,Yes,163030.0,3.5,415.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
242,Bakı,Avtomat,Toyota,Ön,Corolla,Xeyr,2013,260000,5,Sedan,2,Ağ,Avropa,No,24500.0,1.6,124.0,Benzin,True,True,False,False,False,False,True,False,True,False,True,False,False
243,Bakı,Avtomat,Kia,Tam,Sportage,Xeyr,2010,178000,5,Offroader ,2,Ağ,Rəsmi diler,No,24800.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
244,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2015,192000,5,Sedan,2,Qara,Koreya,No,30800.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
245,Bakı,Reduktor,Li Auto,Tam,L9,Bəli,2024,0,6,Offroader ,0,Qara,Çin,Yes,112030.0,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
246,Masallı,Avtomat,Opel,Ön,Insignia,Xeyr,2013,123000,5,Sedan,4 və daha çox,Ağ,Digər,No,20000.0,2.0,249.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
247,Bakı,Robot,BMW,Tam,X6 M,Xeyr,2015,88000,5,SUV Kupe,2,Qara,Digər,No,107100.0,4.4,575.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
248,Bakı,Mexaniki,Kia,Ön,Rio,Xeyr,2008,187800,5,Sedan,1,Gümüşü,Koreya,No,8800.0,1.4,97.0,Benzin,True,True,False,False,True,False,False,False,True,True,True,False,False
249,Quba,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2005,99999,4,Sedan,3,Ağ,Rusiya,No,4900.0,1.6,75.0,Benzin,True,False,False,False,False,False,False,False,False,False,False,False,True
250,Bakı,Avtomat,Lexus,Tam,LX 570,Xeyr,2011,238000,7,Offroader ,1,Qara,Rəsmi diler,No,52700.0,5.7,383.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
251,Bakı,Reduktor,Li Auto,Tam,L7,Bəli,2024,0,5,Offroader ,0,Qara,Çin,Yes,98430.0,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
252,Şəki,Mexaniki,Chevrolet,Ön,Orlando,Xeyr,2012,285000,5,Offroader ,1,Ağ,Digər,No,12900.0,1.8,141.0,Benzin,False,True,False,False,True,True,True,False,True,True,True,False,False
253,Bakı,Avtomat,Kia,Ön,K5,Bəli,2023,0,5,Sedan,0,Ağ,Rəsmi diler,Yes,67900.0,2.5,194.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
254,Sumqayıt,Avtomat,Nissan,Ön,Wingroad,Xeyr,2016,32426,5,"Universal, ",2,Ağ,Yaponiya,Yes,16900.0,1.5,109.0,Benzin,False,True,False,True,True,True,True,False,True,True,True,False,True
255,Bakı,Variator,Nissan,Ön,Kicks,Bəli,2023,0,5,Offroader ,0,Ağ,Digər,Yes,36600.0,1.6,125.0,Benzin,True,True,False,False,True,True,False,False,True,True,False,False,False
256,Bakı,Avtomat,BMW,Arxa,530e,Xeyr,2017,126000,5,Sedan,1,Qara,Amerika,Yes,50150.0,2.0,300.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
257,Bakı,Avtomat,Nissan,Ön,Sunny,Xeyr,2010,179000,5,Sedan,1,Ağ,Digər,No,14800.0,1.6,107.0,Benzin,True,True,False,True,True,True,True,False,True,False,True,False,True
258,Bakı,Avtomat,Mercedes,Arxa,E 350,Xeyr,2007,235000,5,Sedan,1,Qara,Digər,No,23600.0,3.5,272.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
259,Sumqayıt,Robot,Ford,Ön,Fusion,Xeyr,2009,308000,5,Offroader ,3,Gümüşü,Avropa,No,5000.0,1.4,80.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
260,Gəncə,Mexaniki,Ford,Arxa,Transit,Xeyr,2011,480000,3,Yük maşını,1,Ağ,Avropa,No,30000.0,2.4,140.0,Dizel,False,False,False,False,True,False,False,False,False,False,False,False,False
261,Bakı,Avtomat,Hyundai,Tam,Santa Fe,Xeyr,2014,106144,7,Offroader ,1,Ağ,Avropa,No,37000.0,2.4,175.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
262,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2015,97000,5,Offroader ,1,Qara,Digər,No,33300.0,2.0,180.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
263,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2016,203000,5,Sedan,0,Yaş Asfalt,Digər,No,51340.0,2.0,194.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
264,Bakı,Mexaniki,Toyota,Tam,Hilux,Xeyr,2013,500000,4,"Pikap, ikiqat kabin",1,Boz,Dubay,No,35500.0,2.5,144.0,Dizel,True,False,True,False,True,False,False,False,True,True,False,False,False
280,Bakı,Avtomat,Mercedes,Tam,GL 500 4MATIC,Xeyr,2013,198000,7,Offroader ,2,Ağ,Rəsmi diler,Yes,54230.0,4.7,435.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
281,Qəbələ,Avtomat,Mercedes,Arxa,E 320,Xeyr,2000,313000,5,Sedan,2,Gümüşü,Yaponiya,No,17800.0,3.2,224.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
282,Bakı,Avtomat,Lexus,Tam,NX 200,Xeyr,2019,149000,5,Offroader ,0,Boz,Rəsmi diler,Yes,49130.0,2.0,150.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,True,False
283,Bakı,Avtomat,Volkswagen,Arxa,Golf,Xeyr,2002,208878,5,"Hetçbek, ",1,Gümüşü,Yaponiya,No,8500.0,2.0,116.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
284,Goranboy,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2007,99644,4,Sedan,2,Ağ,Rusiya,No,5500.0,1.6,75.0,Benzin,True,True,False,False,False,False,False,False,False,False,False,False,False
285,Bakı,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2010,68000,5,Sedan,2,Gümüşü,Digər,No,8900.0,1.6,75.0,Benzin,True,False,False,False,False,False,False,False,False,False,False,False,False
286,Ağsu,Mexaniki,Ford,Arxa,Transit,Xeyr,2011,246000,3,Yük maşını,1,Ağ,Digər,No,34000.0,2.4,140.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
287,Bakı,Avtomat,Hyundai,Tam,Santa Fe,Xeyr,2014,129000,7,Offroader ,0,Qara,Rəsmi diler,Yes,37900.0,2.4,175.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
288,Bakı,Avtomat,Toyota,Ön,Corolla,Xeyr,2019,49000,5,Sedan,2,Ağ,Rəsmi diler,Yes,34900.0,1.6,124.0,Benzin,True,True,False,False,True,True,True,False,True,True,True,False,False
289,Bakı,Reduktor,Dayun,Tam,Yuehu,Bəli,2023,0,5,Offroader ,0,Ağ,Çin,Yes,27000.0,0.0,92.0,Elektro,True,True,True,False,False,False,True,False,True,True,False,False,False
290,Bakı,Avtomat,ROX (Polar Stone),Tam,01,Bəli,2024,0,5,Offroader ,0,Qara,Digər,Yes,92650.0,1.5,476.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
291,Bakı,Mexaniki,LADA (VAZ),Ön,Granta,Bəli,2024,0,5,Sedan,0,Gümüşü,Rəsmi diler,Yes,18400.0,1.6,93.0,Benzin,False,False,False,False,True,False,False,False,True,False,False,False,False
292,Bakı,Avtomat,Changan,Ön,Qiyuan Q05,Bəli,2024,0,5,Offroader ,0,Yaş Asfalt,Çin,Yes,28033.0,1.5,110.0,Plug-in Hibrid,True,True,True,False,True,True,True,True,True,True,True,False,False
293,Bakı,Mexaniki,Ford,Arxa,Transit,Xeyr,2000,365000,3,Furqon,3,Ağ,Digər,No,16500.0,2.5,76.0,Dizel,False,False,False,False,True,False,False,False,False,False,False,False,False
294,Bakı,Avtomat,Mercedes,Arxa,E 220 d,Xeyr,2014,169000,5,Sedan,1,Boz,Avropa,No,35500.0,2.2,170.0,Dizel,True,True,True,False,True,True,True,False,True,False,True,True,False
295,Bakı,Avtomat,Lexus,Arxa,GS 350,Xeyr,2012,294215,5,Sedan,2,Ağ,Amerika,No,25500.0,3.5,306.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,False
296,Bakı,Avtomat,Toyota,Ön,Land Cruiser Prado,Xeyr,2006,223500,7,Offroader ,2,Gümüşü,Avropa,No,25500.0,2.7,176.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
297,Bakı,Avtomat,Hyundai,Tam,ix35,Xeyr,2010,233000,5,Offroader ,2,Ağ,Koreya,No,22500.0,2.0,163.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
298,Bakı,Avtomat,BMW,Tam,X3,Xeyr,2022,35000,5,Offroader ,1,Qara,Koreya,No,98940.0,2.0,292.0,Plug-in Hibrid,True,True,True,True,True,True,False,True,True,True,True,True,True
299,Bakı,Avtomat,BMW,Arxa,530,Xeyr,2018,68000,5,Sedan,0,Ağ,Digər,No,73100.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
300,Bakı,Mexaniki,Mercedes,Arxa,Sprinter 315,Xeyr,2009,479327,8+,Mikroavtobus,2,Ağ,Digər,No,53500.0,2.7,163.0,Dizel,False,True,True,False,True,True,False,True,True,True,False,False,True
314,Bakı,Avtomat,Mercedes,Arxa,E 300,Xeyr,2016,78000,5,Sedan,0,Ağ,Amerika,Yes,61030.0,2.0,245.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
315,Sumqayıt,Avtomat,Kia,Tam,Sportage,Xeyr,2011,186000,5,Offroader ,2,Ağ,Rəsmi diler,No,25600.0,2.0,184.0,Benzin,True,True,False,False,True,False,False,True,True,True,True,False,False
316,Bakı,Avtomat,Mercedes,Arxa,S 400,Xeyr,2014,189000,5,Sedan,2,Qara,Rəsmi diler,Yes,84830.0,3.0,333.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
317,Bakı,Avtomat,Mercedes,Tam,E 250,Xeyr,2014,158000,5,Sedan,1,Qara,Amerika,No,35700.0,2.2,204.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
318,Bakı,Avtomat,Audi,Tam,RS7,Xeyr,2013,88888,4,"Hetçbek, ",0,Qara,Rəsmi diler,Yes,69530.0,4.0,560.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
319,Bakı,Reduktor,Volkswagen,Arxa,ID.6,Bəli,2022,0,7,Offroader ,0,Ağ,Avropa,Yes,62730.0,0.0,204.0,Elektro,True,True,True,True,True,True,True,True,True,True,True,True,False
320,Bakı,Avtomat,Mitsubishi,Tam,Pajero io,Xeyr,2000,236000,5,Offroader ,2,Ağ,Rəsmi diler,No,8500.0,1.8,130.0,Benzin,True,True,False,True,True,False,True,False,True,True,False,False,False
321,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2012,149000,7,Offroader ,0,Ağ,Avropa,Yes,62730.0,4.0,282.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
322,Bakı,Avtomat,Chevrolet,Ön,Equinox,Xeyr,2022,13000,5,Offroader ,0,Göy,Amerika,Yes,39900.0,1.5,170.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
323,Bakı,Avtomat,Ford,Ön,Fusion (North America),Xeyr,2016,218000,5,Sedan,1,Gümüşü,Amerika,No,23000.0,1.5,181.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
324,Bakı,Avtomat,Mercedes,Arxa,C 180,Xeyr,1998,367944,4,Sedan,0,Qara,Digər,No,10300.0,1.8,122.0,Benzin,True,True,False,True,True,True,True,True,True,True,True,False,True
325,Bakı,Avtomat,KAIYI,Ön,E5,Bəli,2024,0,5,Sedan,0,Gümüşü,Digər,Yes,33900.0,1.5,130.0,Benzin,True,True,True,False,True,True,True,True,True,True,False,True,False
326,Bakı,Variator,Toyota,Ön,Camry,Bəli,2024,0,5,Sedan,0,Ağ,Çin,Yes,62520.9,2.0,197.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
327,Bakı,Mexaniki,Bajaj,Arxa,Pulsar RS 200,Bəli,2024,0,5,Motosiklet,0,Ağ,Digər,Yes,6999.0,0.2,24.0,Benzin,False,False,False,False,True,False,False,False,False,False,False,False,False
328,Bakı,Avtomat,Hyundai,Tam,ix35,Xeyr,2014,145000,5,Offroader ,1,Ağ,Rəsmi diler,Yes,29900.0,2.0,166.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
329,Bakı,Avtomat,Audi,Ön,A6,Xeyr,2017,105000,5,Sedan,0,Boz,Digər,No,35003.0,2.0,252.0,Benzin,True,False,True,False,True,True,True,True,True,True,True,False,True
330,Bakı,Avtomat,Porsche,Tam,Cayenne,Xeyr,2019,33000,5,Offroader ,1,Ağ,Rəsmi diler,No,119000.0,3.0,340.0,Benzin,False,False,True,True,False,False,False,False,False,False,False,True,True
331,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2018,99000,5,Sedan,2,Qara,Digər,No,28500.0,1.6,204.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
332,Bakı,Variator,Honda,Ön,Insight,Xeyr,2022,64200,5,Liftbek,1,Boz,Digər,No,35700.0,1.5,109.0,Hibrid,False,False,False,False,False,False,False,False,False,False,False,False,False
333,Bakı,Mexaniki,Renault,Ön,Megane,Xeyr,2007,384343,5,Sedan,2,Yaş Asfalt,Avropa,No,8500.0,1.5,105.0,Dizel,False,True,False,False,True,True,False,False,True,False,True,False,True
334,Bakı,Avtomat,Jeep,Tam,Grand Cherokee,Xeyr,2014,130000,5,Offroader ,0,Boz,Rəsmi diler,No,67150.0,6.4,468.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
335,Bakı,Avtomat,Toyota,Ön,Camry,Xeyr,2013,157000,4,Sedan,1,Qara,Avropa,No,29900.0,2.5,181.0,Benzin,True,True,True,False,True,True,True,False,True,True,True,True,False
336,Bakı,Avtomat,Kia,Ön,Optima,Xeyr,2017,163348,5,Sedan,2,Qara,Amerika,No,29000.0,2.0,245.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
351,Bakı,Avtomat,Mazda,Tam,CX-9,Xeyr,2013,120000,7,Offroader ,0,Ağ,Rəsmi diler,Yes,31900.0,3.7,277.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
352,Bakı,Mexaniki,Ford,Ön,Transit,Xeyr,2011,194200,3,Furqon,2,Ağ,Digər,No,20500.0,2.2,140.0,Dizel,True,True,False,False,True,False,False,False,True,False,True,False,False
353,Şəki,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,1985,41000,5,Sedan,1,Bej,Rusiya,No,2500.0,1.3,65.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
354,Şamaxı,Avtomat,Chevrolet,Ön,Cruze,Xeyr,2013,228000,5,Sedan,2,Gümüşü,Digər,No,13500.0,1.4,141.0,Benzin,True,True,True,True,True,False,False,True,True,False,False,True,False
355,Bakı,Avtomat,BMW,Arxa,525,Xeyr,1999,246000,5,Sedan,2,Qara,Avropa,No,9800.0,2.5,192.0,Benzin,True,True,False,False,True,True,True,True,True,True,True,True,True
356,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2016,179380,5,Sedan,1,Göy,Amerika,No,26500.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
357,Bakı,Avtomat,Chevrolet,Ön,Lumina,Xeyr,1997,364000,6,Sedan,1,Yaşıl,Amerika,No,8500.0,3.1,162.0,Benzin,True,True,True,False,True,False,False,False,True,False,False,False,False
358,Bakı,Mexaniki,Mercedes,Arxa,190,Xeyr,1989,431308,5,Sedan,2,Yaş Asfalt,Avropa,No,3500.0,1.8,109.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
359,Bakı,Avtomat,Nissan,Tam,Pathfinder,Xeyr,1999,451000,5,Offroader ,2,Ağ,Amerika,No,12000.0,3.3,170.0,Benzin,False,False,False,False,True,False,False,True,True,True,False,False,False
360,Bakı,Avtomat,DAF,Arxa,XF 460 FT,Xeyr,2016,947000,5,Dartqı,2,Qara,Avropa,No,56000.0,13.0,460.0,Dizel,True,True,False,True,True,False,True,True,True,False,True,True,True
361,Bakı,Avtomat,BMW,Tam,X7,Xeyr,2019,20000,5,Offroader ,2,Qara,Rəsmi diler,Yes,211650.0,4.4,530.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
362,Bakı,Avtomat,Mercedes,Tam,GLE 350 4MATIC,Xeyr,2021,38000,5,Offroader ,2,Boz,Avropa,Yes,147900.0,3.0,272.0,Dizel,True,True,True,False,True,True,True,True,True,True,True,True,False
363,Bakı,Avtomat,Geely,Tam,Tugella,Bəli,2023,0,5,SUV Kupe,0,Qara,Rəsmi diler,Yes,54900.0,2.0,238.0,Benzin,True,True,True,False,True,True,False,True,True,True,True,True,False
364,Bakı,Reduktor,Seres Aito,Tam,M9,Bəli,2024,0,5,Offroader ,0,Yaşıl,Digər,Yes,137020.0,1.5,496.0,Plug-in Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
365,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2011,239623,7,Offroader ,1,Qara,Rəsmi diler,No,51850.0,4.0,248.0,Benzin,True,True,True,False,True,True,False,True,True,True,True,True,False
366,Bakı,Avtomat,Mercedes,Arxa,Vito,Xeyr,2011,240688,8+,Minivan,2,Qara,Avropa,No,33000.0,2.0,163.0,Dizel,False,True,True,False,True,True,False,False,True,True,False,False,True
367,Bakı,Avtomat,Audi,Tam,A8,Xeyr,2011,158000,5,Sedan,2,Göy,Digər,No,28050.0,6.3,500.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
368,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2016,101000,5,Offroader ,2,Qara,Amerika,No,93330.0,3.0,260.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
369,Bakı,Avtomat,Skoda,Ön,Kodiaq,Xeyr,2022,29000,5,Offroader ,1,Boz,Avropa,No,49000.0,1.4,150.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,True
370,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2021,66700,5,Sedan,2,Boz,Amerika,No,42000.0,1.6,201.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
371,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2015,206000,5,Offroader ,1,Qara,Koreya,No,38000.0,2.0,184.0,Dizel,True,True,True,True,True,True,True,True,True,True,True,True,True
372,Bakı,Avtomat,Hyundai,Ön,Accent,Xeyr,2017,120249,5,"Hetçbek, ",2,Ağ,Digər,No,21300.0,1.6,140.0,Benzin,False,False,False,False,True,True,False,False,True,True,False,False,False
390,Bakı,Avtomat,Hyundai,Ön,Elantra,Xeyr,2017,107000,5,Sedan,2,Tünd qırmızı,Amerika,No,25800.0,2.0,165.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
391,Bakı,Avtomat,Audi,Tam,A4,Xeyr,2008,200000,5,Sedan,2,Ağ,Amerika,No,17400.0,2.0,200.0,Benzin,True,False,True,False,True,False,True,True,True,True,False,False,False
392,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2023,3000,5,Offroader ,2,Qara,Digər,Yes,671500.0,4.4,530.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
393,Xırdalan,Avtomat,Kia,Ön,Cerato,Xeyr,2008,232800,5,Sedan,2,Göy,Rəsmi diler,No,11800.0,2.0,143.0,Benzin,True,True,False,False,True,False,False,True,True,False,True,True,False
394,Bakı,Avtomat,Kia,Tam,Seltos,Xeyr,2023,5200,5,Offroader ,2,Qara,Amerika,No,42300.0,2.0,150.0,Benzin,False,False,False,False,False,False,False,False,False,True,False,False,False
395,Bakı,Mexaniki,LADA (VAZ),Arxa,2107,Xeyr,2006,99000,5,Sedan,2,Ağ,Digər,No,4700.0,1.6,75.0,Benzin,False,True,False,False,False,False,False,False,False,False,False,False,False
396,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2013,176000,5,Sedan,1,Qara,Digər,No,29500.0,3.0,270.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
397,Bakı,Avtomat,Geely,Ön,Coolray,Bəli,2024,0,5,Offroader ,0,Qırmızı,Rəsmi diler,Yes,39900.0,1.5,181.0,Benzin,True,True,True,False,True,True,False,True,True,True,True,True,False
398,Bakı,Mexaniki,JAC,Arxa,X200,Bəli,2023,0,5,Yük maşını,0,Ağ,Rəsmi diler,Yes,32000.0,2.0,134.0,Dizel,True,True,False,False,True,False,False,False,True,False,False,False,False
399,Bakı,Avtomat,Mercedes,Arxa,C 180,Xeyr,1996,425980,5,Sedan,0,Gümüşü,Digər,Yes,7800.0,1.8,122.0,Benzin,True,True,False,False,True,True,False,True,False,False,True,False,False
400,Bakı,Avtomat,Haval,Ön,H6,Bəli,2024,0,5,Offroader ,0,Qara,Digər,Yes,53900.0,1.5,243.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,False
402,Qəbələ,Mexaniki,Ford,Arxa,Transit,Xeyr,1999,312567,5,Furqon,0,Göy,Digər,No,14950.0,2.5,76.0,Dizel,False,True,False,False,True,False,False,False,False,False,False,False,False
403,Bakı,Avtomat,BMW,Arxa,525,Xeyr,2007,192000,5,Sedan,2,Boz,Yaponiya,No,21500.0,2.5,218.0,Benzin,False,False,False,False,True,False,False,True,True,False,False,False,False
404,Bakı,Avtomat,Mercedes,Arxa,S 550,Xeyr,2011,225000,5,Sedan,2,Qara,Avropa,No,38250.0,4.7,429.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,True
405,Bakı,Avtomat,Ford,Ön,Fiesta,Xeyr,2014,300000,5,Sedan,2,Boz,Amerika,No,13600.0,1.6,120.0,Benzin,True,False,True,False,True,True,False,False,True,True,False,True,False
406,Bakı,Avtomat,Hyundai,Ön,Sonata,Xeyr,2015,80000,5,Sedan,1,Ağ,Koreya,No,27000.0,2.0,165.0,Benzin,True,True,True,False,True,True,False,False,True,True,True,True,True
407,Bakı,Mexaniki,Mercedes,Arxa,Vito 111,Xeyr,2009,239000,8+,Minivan,1,Ağ,Avropa,No,24200.0,2.2,180.0,Dizel,True,True,False,False,True,False,True,False,True,True,False,False,False
408,Bakı,Mexaniki,Mercedes,Arxa,Vito,Xeyr,2010,264000,8+,Minivan,1,Ağ,Digər,No,28000.0,2.2,150.0,Dizel,True,False,False,False,True,False,True,False,True,True,False,False,False
422,Bakı,Avtomat,Land Rover,Tam,Range Rover,Xeyr,2017,116000,5,Offroader ,1,Qara,Digər,No,91800.0,3.0,340.0,Benzin,True,True,True,True,True,True,False,True,True,True,True,True,False
423,Bakı,Mexaniki,Ravon,Ön,R4,Xeyr,2016,195000,5,Sedan,2,Ağ,Digər,No,12000.0,1.5,107.0,Benzin,True,True,True,False,True,False,False,False,True,True,False,False,True
424,Bakı,Avtomat,Hyundai,Ön,Grandeur,Xeyr,2015,231000,5,Sedan,1,Boz,Koreya,No,27900.0,2.2,202.0,Dizel,True,True,True,True,True,True,True,False,True,True,True,True,True
425,Xaçmaz,Avtomat,Kia,Ön,Optima,Xeyr,2013,214043,5,Sedan,0,Ağ,Amerika,No,20990.0,2.0,274.0,Benzin,True,True,True,True,True,True,True,True,True,True,True,True,False
426,Bakı,Avtomat,Land Rover,Tam,Discovery,Xeyr,2018,127000,5,Offroader ,2,Qara,Digər,Yes,71230.0,3.0,249.0,Dizel,True,True,True,False,True,True,True,False,True,True,True,True,True
427,Bakı,Avtomat,Toyota,Tam,Land Cruiser Prado,Xeyr,2007,210000,7,Offroader ,2,Ağ,Digər,Yes,31500.0,2.7,167.0,Benzin,True,True,False,False,True,True,True,False,True,True,False,False,True
428,Bakı,Avtomat,MG,Ön,5,Bəli,2023,0,5,Sedan,0,Qara,Rəsmi diler,Yes,28900.0,1.5,118.0,Benzin,False,True,False,False,True,False,False,False,True,False,False,False,False
429,Bakı,Avtomat,Chevrolet,Ön,Cobalt,Bəli,2024,0,5,Sedan,0,Qara,Avropa,Yes,25000.0,1.5,106.0,Benzin,True,True,False,False,True,False,False,False,True,False,False,False,False
430,Bakı,Mexaniki,Jeep,Tam,Wrangler,Xeyr,2008,180000,5,Offroader ,2,Qara,Digər,No,23000.0,3.8,199.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
431,Bakı,Avtomat,Mercedes,Arxa,E 280,Xeyr,1999,338000,5,Sedan,2,Yaş Asfalt,Avropa,No,11800.0,2.8,204.0,Benzin,True,True,True,False,True,True,False,True,True,False,True,False,False
432,Bakı,Avtomat,Kia,Ön,Sorento,Xeyr,2013,172000,5,Offroader ,1,Qara,Koreya,No,32900.0,2.0,184.0,Dizel,False,False,False,False,False,False,False,False,False,False,False,False,False
433,Bakı,Reduktor,Li Auto,Tam,L7,Bəli,2024,0,5,Offroader ,0,Qara,Çin,Yes,71398.3,1.5,449.0,Plug-in Hibrid,True,True,True,True,True,True,False,True,True,True,True,True,False
434,Bakı,Avtomat,GWM,Tam,Tank 500,Bəli,2023,0,7,Offroader ,0,Ağ,Digər,Yes,83900.0,2.0,346.0,Hibrid,True,True,True,True,True,True,True,True,True,True,True,True,True
435,Bakı,Avtomat,Toyota,Tam,Fortuner,Bəli,2023,0,7,Offroader ,0,Boz,Digər,Yes,62118.0,2.7,167.0,Benzin,True,True,False,False,True,False,False,False,True,True,False,False,False
436,Bakı,Reduktor,Avatr,Tam,12,Bəli,2024,0,5,Liftbek,0,Qara,Rəsmi diler,Yes,106930.0,0.0,578.0,Elektro,True,True,True,True,True,True,True,False,True,True,True,True,False
437,Bakı,Mexaniki,Ford,Ön,Transit,Xeyr,2006,172806,5,Furqon,1,Mavi,Digər,No,16900.0,2.2,125.0,Dizel,True,True,False,True,True,False,True,False,True,False,True,True,False
438,Gəncə,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2011,160000,7,Offroader ,0,Ağ,Digər,No,61200.0,4.7,288.0,Benzin,False,False,False,False,False,False,False,False,False,False,False,False,False
439,Bakı,Avtomat,Toyota,Tam,Land Cruiser,Xeyr,2013,140000,7,Offroader ,2,Qara,Digər,No,67660.0,4.0,276.0,Benzin,True,True,True,False,True,True,True,True,True,True,True,True,False
440,Bakı,Mexaniki,LADA (VAZ),Ön,2115,Xeyr,2012,160568,5,Sedan,0,Tünd qırmızı,Digər,No,7500.0,1.5,80.0,Benzin,False,True,False,False,True,False,False,False,False,False,False,False,False
